FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
02/01/2013,D.F.,"IZTAPALAPA, D.F.",86,22,108,0,6,600,
02/01/2013,D.F.,"IZTAPALAPA, D.F.",43,12,55,0,6,300,
03/01/2013,D.F.,"IZTAPALAPA, D.F.",103,22,125,0,23,300,
04/01/2013,D.F.,"IZTAPALAPA, D.F.",123,37,160,0,11,400,
05/01/2013,D.F.,"IZTAPALAPA, D.F.",30,22,52,0,7,160,
08/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",76,19,95,0,14,500,
08/01/2013,D.F.,"IZTAPALAPA, D.F.",66,26,92,0,1,320,
09/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",129,35,164,0,12,1000,
10/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",104,24,128,0,14,750,
11/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",137,49,186,0,19,700,
12/01/2013,VER.,"COATZACOALCOS, VER.",1,0,1,0,0,14,
14/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",107,33,140,0,10,300,
15/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",64,25,89,0,10,250,
16/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",99,37,136,0,10,400,
16/01/2013,D.F.,"IZTAPALAPA, D.F.",6,4,10,0,0,30,
17/01/2013,D.F.,"GUSTAVO A. MADERO, D.F.",101,31,132,0,8,300,
17/01/2013,TAMPS.,"REYNOSA, TAMPS.",11,3,14,13,0,791,
17/01/2013,D.F.,"IZTAPALAPA, D.F.",6,3,9,0,1,12,
18/01/2013,D.F.,"IZTAPALAPA, D.F.",17,1,18,0,1,100,
21/01/2013,D.F.,"TLAHUAC, D.F.",28,9,37,0,9,50,
22/01/2013,D.F.,"TLAHUAC, D.F.",62,26,88,0,5,200,
23/01/2013,D.F.,"TLAHUAC, D.F.",76,27,103,0,6,100,
23/01/2013,D.F.,"IZTAPALAPA, D.F.",7,2,9,0,0,30,
24/01/2013,D.F.,"IZTAPALAPA, D.F.",38,15,53,0,3,70,
25/01/2013,D.F.,"TLAHUAC, D.F.",38,30,68,0,4,80,
25/01/2013,D.F.,"IZTAPALAPA, D.F.",4,1,5,0,0,50,
26/01/2013,QRO.,"QUERETARO, QRO.",15,10,25,0,0,0,
26/01/2013,D.F.,"IZTAPALAPA, D.F.",2,1,3,0,0,0,
26/01/2013,CHIH.,"CUAUHTÉMOC, CHIH.",0,1,1,0,0,0,
28/01/2013,D.F.,"TLAHUAC, D.F.",41,28,69,0,2,50,
29/01/2013,D.F.,"TLAHUAC, D.F.",14,10,24,0,0,20,
30/01/2013,D.F.,"TLAHUAC, D.F.",19,5,24,0,2,10,
30/01/2013,TAMPS.,"GUSTAVO DIAZ ORDAZ, TAMPS.",5,6,11,0,0,0,
31/01/2013,B.C.,"TIJUANA, B.C.",4,27,31,0,0,0,
31/01/2013,D.F.,"TLAHUAC, D.F.",11,5,16,0,0,0,
31/01/2013,B.C.,"TECATE, B.C.",1,9,10,0,0,0,
31/01/2013,B.C.,"ENSENADA, B.C.",2,4,6,0,0,0,
01/02/2013,B.C.,"TIJUANA, B.C.",7,2,9,0,0,0,
01/02/2013,B.C.,"ENSENADA, B.C.",0,3,3,0,0,0,
02/02/2013,TAMPS.,"TAMPICO, TAMPS.",5,2,7,1,0,210,
03/02/2013,TAMPS.,"TAMPICO, TAMPS.",8,0,8,0,0,0,
03/02/2013,CAMP.,"CAMP., CAMP.",4,2,6,0,0,0,
03/02/2013,TAMPS.,"ALTAMIRA, TAMPS.",2,0,2,0,0,0,
03/02/2013,JAL.,"PIHUAMO, JAL.",1,0,1,0,0,0,
04/02/2013,B.C.,"TIJUANA, B.C.",4,7,11,0,0,0,
04/02/2013,JAL.,"ATOTONILCO EL ALTO, JAL.",2,0,2,1,0,2,
05/02/2013,D.F.,"MIGUEL HGO., D.F.",29,8,37,0,3,0,
05/02/2013,D.F.,"IZTAPALAPA, D.F.",3,4,7,0,0,10,
05/02/2013,CHIH.,"CHIH., CHIH.",4,2,6,0,1,24,
05/02/2013,CHIH.,"ROSALES, CHIH.",1,1,2,1,0,92,
05/02/2013,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
05/02/2013,JAL.,"ATOTONILCO EL ALTO, JAL.",1,0,1,0,0,0,
05/02/2013,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
06/02/2013,D.F.,"MIGUEL HGO., D.F.",47,14,61,0,2,1800,
06/02/2013,CAMP.,"CAMP., CAMP.",10,2,12,0,0,0,
06/02/2013,D.F.,"IZTAPALAPA, D.F.",7,3,10,0,1,0,
06/02/2013,CHIH.,"CHIH., CHIH.",6,3,9,1,0,328,
06/02/2013,TAMPS.,"VICTORIA, TAMPS.",8,1,9,0,0,0,
06/02/2013,VER.,"COATZACOALCOS, VER.",7,1,8,0,0,0,
06/02/2013,B.C.,"TIJUANA, B.C.",2,2,4,0,0,0,
06/02/2013,JAL.,"ATOTONILCO EL ALTO, JAL.",1,1,2,0,0,0,
06/02/2013,B.C.,"ENSENADA, B.C.",1,1,2,0,0,0,
06/02/2013,JAL.,"AYOTLAN, JAL.",1,0,1,0,0,0,
07/02/2013,D.F.,"MIGUEL HGO., D.F.",53,13,66,0,7,0,
07/02/2013,TAMPS.,"VICTORIA, TAMPS.",13,6,19,2,1,105,
07/02/2013,CHIH.,"CHIH., CHIH.",6,3,9,0,0,0,
07/02/2013,D.F.,"IZTAPALAPA, D.F.",3,2,5,0,0,0,
07/02/2013,B.C.,"TIJUANA, B.C.",3,2,5,0,0,0,
07/02/2013,B.C.,"ENSENADA, B.C.",1,1,2,0,0,0,
08/02/2013,D.F.,"MIGUEL HGO., D.F.",53,11,64,0,7,1050,
08/02/2013,CHIH.,"CHIH., CHIH.",11,2,13,0,0,655,
08/02/2013,CAMP.,"CAMP., CAMP.",8,2,10,0,1,0,
08/02/2013,D.F.,"IZTAPALAPA, D.F.",3,4,7,0,0,120,
08/02/2013,TAMPS.,"TAMPICO, TAMPS.",5,2,7,11,2,595,
08/02/2013,TAMPS.,"VICTORIA, TAMPS.",5,1,6,0,8,0,
08/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",0,3,3,2,0,50,
08/02/2013,B.C.,"TIJUANA, B.C.",1,2,3,0,0,0,
08/02/2013,TAMPS.,"GUSTAVO DIAZ ORDAZ, TAMPS.",0,2,2,0,0,0,
08/02/2013,JAL.,"ATOTONILCO EL ALTO, JAL.",0,2,2,0,0,0,
08/02/2013,CAMP.,"CALAKMUL, CAMP.",1,0,1,0,0,0,
08/02/2013,CHIH.,"JANOS, CHIH.",0,1,1,0,0,0,
08/02/2013,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
09/02/2013,D.F.,"MIGUEL HGO., D.F.",57,12,69,0,6,200,
09/02/2013,TAMPS.,"MATAMOROS, TAMPS.",7,4,11,0,0,41,
09/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",7,1,8,0,0,0,
09/02/2013,TAMPS.,"VICTORIA, TAMPS.",2,3,5,0,3,0,
09/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",0,5,5,3,0,0,
09/02/2013,B.C.,"TIJUANA, B.C.",1,2,3,0,0,0,
09/02/2013,TAMPS.,"TAMPICO, TAMPS.",1,2,3,3,0,701,
09/02/2013,TAMPS.,"GUSTAVO DIAZ ORDAZ, TAMPS.",1,0,1,0,0,0,
10/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",4,0,4,31,0,1270,
11/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",66,8,74,35,3,1007,
11/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",22,5,27,0,3,82,
11/02/2013,MEX.,"TOLUCA, MEX.",15,4,19,10,0,367,
11/02/2013,TAMPS.,"MATAMOROS, TAMPS.",10,6,16,0,0,0,
11/02/2013,TAMPS.,"VICTORIA, TAMPS.",8,6,14,0,0,100,
11/02/2013,CHIH.,"CHIH., CHIH.",8,1,9,1,0,440,
11/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",4,3,7,0,4,400,
11/02/2013,B.C.,"TIJUANA, B.C.",3,0,3,0,0,0,
11/02/2013,CHIH.,"JUÁREZ, CHIH.",0,2,2,0,0,0,
11/02/2013,CHIH.,"OJINAGA, CHIH.",2,0,2,0,0,0,
11/02/2013,JAL.,"DEGOLLADO, JAL.",2,0,2,0,0,0,
12/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",89,20,109,22,4,1166,
12/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",36,11,47,0,0,361,
12/02/2013,MEX.,"TOLUCA, MEX.",25,5,30,5,0,37,
12/02/2013,D.F.,"MIGUEL HGO., D.F.",17,7,24,0,0,120,
12/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",17,6,23,0,4,0,
12/02/2013,B.C.,"MEXICALI, B.C.",12,5,17,0,0,0,
12/02/2013,TAMPS.,"MATAMOROS, TAMPS.",9,7,16,0,0,0,
12/02/2013,CHIH.,"CHIH., CHIH.",6,1,7,0,2,248,
12/02/2013,CHIH.,"OJINAGA, CHIH.",2,5,7,0,0,0,
12/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",6,0,6,0,0,0,
12/02/2013,VER.,"COATZACOALCOS, VER.",4,1,5,0,0,15,
12/02/2013,JAL.,"ARANDAS, JAL.",2,0,2,3,0,18,
12/02/2013,TAMPS.,"VICTORIA, TAMPS.",1,0,1,0,0,30,
12/02/2013,JAL.,"DEGOLLADO, JAL.",1,0,1,0,0,6,
13/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",117,19,136,25,7,1799,
13/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",67,20,87,0,6,600,
13/02/2013,DGO.,"DGO., DGO.",48,14,62,10,3,0,
13/02/2013,MEX.,"TOLUCA, MEX.",40,10,50,19,0,475,
13/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",29,14,43,0,8,263,
13/02/2013,TAMPS.,"MATAMOROS, TAMPS.",10,12,22,0,1,0,
13/02/2013,B.C.,"MEXICALI, B.C.",12,4,16,0,0,0,
13/02/2013,D.F.,"MIGUEL HGO., D.F.",7,3,10,0,0,50,
13/02/2013,CHIH.,"OJINAGA, CHIH.",5,4,9,0,0,0,
13/02/2013,CAMP.,"CAMP., CAMP.",6,2,8,0,0,0,
13/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",6,0,6,0,0,0,
13/02/2013,CHIH.,"CHIH., CHIH.",4,1,5,0,0,603,
13/02/2013,B.C.,"TIJUANA, B.C.",5,0,5,0,0,0,
13/02/2013,VER.,"COATZACOALCOS, VER.",4,0,4,0,0,0,
13/02/2013,TAMPS.,"VICTORIA, TAMPS.",3,1,4,2,0,145,
13/02/2013,JAL.,"GUADALAJARA, JAL.",3,0,3,0,0,0,
13/02/2013,CAMP.,"CALAKMUL, CAMP.",0,1,1,0,0,0,
13/02/2013,JAL.,"ARANDAS, JAL.",1,0,1,0,0,0,
14/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",85,9,94,31,6,1887,
14/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",57,12,69,1,6,112,
14/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",51,9,60,0,4,873,
14/02/2013,MEX.,"TOLUCA, MEX.",34,4,38,15,0,121,
14/02/2013,D.F.,"MIGUEL HGO., D.F.",16,1,17,0,0,0,
14/02/2013,TAMPS.,"MATAMOROS, TAMPS.",4,6,10,0,0,0,
14/02/2013,CHIH.,"CHIH., CHIH.",5,2,7,0,0,131,
14/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",0,4,4,0,0,0,
14/02/2013,B.C.,"MEXICALI, B.C.",4,0,4,0,0,0,
14/02/2013,TAMPS.,"REYNOSA, TAMPS.",0,2,2,0,0,0,
14/02/2013,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
14/02/2013,TAMPS.,"VICTORIA, TAMPS.",0,1,1,0,0,0,
14/02/2013,JAL.,"DEGOLLADO, JAL.",1,0,1,0,0,0,
15/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",100,6,106,27,11,1466,
15/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",47,10,57,0,6,773,
15/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",51,3,54,0,1,180,
15/02/2013,MEX.,"TOLUCA, MEX.",37,11,48,10,1,453,
15/02/2013,D.F.,"MIGUEL HGO., D.F.",9,3,12,0,2,0,
15/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",10,0,10,0,0,0,
15/02/2013,TAMPS.,"TAMPICO, TAMPS.",5,2,7,0,0,0,
15/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",3,3,6,0,0,11,
15/02/2013,CHIH.,"CHIH., CHIH.",4,1,5,14,5,460,
15/02/2013,TAMPS.,"REYNOSA, TAMPS.",1,3,4,0,0,0,
15/02/2013,TAMPS.,"MATAMOROS, TAMPS.",0,4,4,0,0,0,
15/02/2013,CAMP.,"CAMP., CAMP.",3,0,3,0,0,0,
15/02/2013,TAMPS.,"VICTORIA, TAMPS.",3,0,3,0,0,0,
15/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",2,0,2,0,0,0,
15/02/2013,CHIH.,"JUÁREZ, CHIH.",1,0,1,0,0,0,
15/02/2013,JAL.,"TECALITLAN, JAL.",1,0,1,0,0,0,
15/02/2013,GRO.,"TLACOACHISTLAHUACA, GRO.",0,1,1,0,0,0,
16/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",79,13,92,28,11,616,
16/02/2013,MEX.,"TOLUCA, MEX.",39,7,46,8,3,553,
16/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",30,4,34,0,5,500,
16/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",26,7,33,0,0,0,
16/02/2013,TAMPS.,"REYNOSA, TAMPS.",4,2,6,0,0,0,
16/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",6,0,6,10,0,0,
16/02/2013,JAL.,"GUADALAJARA, JAL.",5,0,5,0,0,0,
16/02/2013,B.C.,"TIJUANA, B.C.",0,4,4,0,0,0,
16/02/2013,TAMPS.,"VICTORIA, TAMPS.",1,2,3,0,0,0,
16/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",1,0,1,11,0,128,
16/02/2013,TAMPS.,"TAMPICO, TAMPS.",1,0,1,6,0,686,
16/02/2013,B.C.,"MEXICALI, B.C.",0,0,0,0,3,0,
17/02/2013,MEX.,"NEZAHUALCOYOTL, MEX.",80,15,95,25,6,793,
17/02/2013,MEX.,"ECATEPEC DE MOR., MEX.",39,9,48,40,6,0,
17/02/2013,MEX.,"NAUCALPAN DE JUAREZ, MEX.",30,8,38,0,1,16,
17/02/2013,MEX.,"TOLUCA, MEX.",20,8,28,8,0,191,
17/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",2,11,13,0,0,0,
17/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",4,0,4,12,0,1452,
17/02/2013,TAMPS.,"TAMPICO, TAMPS.",3,0,3,3,2,1148,
17/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",1,1,2,0,4,39,
17/02/2013,JAL.,"GUADALAJARA, JAL.",1,0,1,0,0,0,
18/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",46,5,51,0,2,341,
18/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",27,3,30,4,1,677,
18/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",16,4,20,0,2,330,
18/02/2013,MEX.,"TULTITLAN, MEX.",10,3,13,0,0,163,
18/02/2013,D.F.,"VENUSTIANO CARRANZA, D.F.",3,2,5,0,1,0,
18/02/2013,JAL.,"GUADALAJARA, JAL.",2,1,3,0,0,0,
18/02/2013,GRO.,"ATOYAC DE ALVAREZ, GRO.",2,0,2,1,0,0,
18/02/2013,CAMP.,"CAMP., CAMP.",0,2,2,0,0,0,
18/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",1,0,1,0,5,0,
18/02/2013,CHIH.,"CHIH., CHIH.",1,0,1,0,0,32,
18/02/2013,TAMPS.,"MATAMOROS, TAMPS.",1,0,1,0,0,0,
18/02/2013,TAMPS.,"VICTORIA, TAMPS.",0,1,1,0,0,0,
19/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",43,9,52,0,6,500,
19/02/2013,D.F.,"VENUSTIANO CARRANZA, D.F.",32,9,41,0,3,800,
19/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",34,5,39,0,1,869,
19/02/2013,MEX.,"TULTITLAN, MEX.",17,4,21,6,1,41,
19/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",17,3,20,0,3,40,
19/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",2,1,3,0,1,97,
19/02/2013,CHIH.,"CHIH., CHIH.",2,0,2,0,0,336,
19/02/2013,CHIH.,"CHIH., CHIH.",1,0,1,0,0,128,
19/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",0,1,1,0,0,0,
19/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",1,0,1,0,0,0,
20/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",64,9,73,0,7,3170,
20/02/2013,D.F.,"VENUSTIANO CARRANZA, D.F.",44,12,56,0,0,800,
20/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",24,6,30,0,3,150,
20/02/2013,MEX.,"TULTITLAN, MEX.",23,3,26,1,1,385,
20/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",17,4,21,4,0,257,
20/02/2013,TAMPS.,"MATAMOROS, TAMPS.",2,7,9,0,0,0,
20/02/2013,CAMP.,"CAMP., CAMP.",3,1,4,0,0,0,
20/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",0,0,0,0,3,0,
21/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",64,15,79,0,3,250,
21/02/2013,D.F.,"VENUSTIANO CARRANZA, D.F.",44,9,53,0,0,200,
21/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",29,1,30,0,6,721,
21/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",18,4,22,0,2,40,
21/02/2013,MEX.,"TULTITLAN, MEX.",7,3,10,2,1,124,
21/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",3,7,10,0,0,0,
21/02/2013,HGO.,"TULANCINGO DE BRAVO, HGO.",8,1,9,0,0,0,
21/02/2013,TAMPS.,"MATAMOROS, TAMPS.",4,5,9,0,0,0,
21/02/2013,HGO.,"PACHUCA DE SOTO, HGO.",6,2,8,0,2,215,
21/02/2013,HGO.,"TULA DE ALLENDE, HGO.",3,2,5,0,4,300,
21/02/2013,HGO.,"HUEJUTLA DE REYES, HGO.",4,0,4,0,0,0,
21/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",3,0,3,9,0,210,
21/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",0,1,1,0,0,0,
21/02/2013,GRO.,"BENITO JUAREZ, GRO.",1,0,1,0,0,0,
21/02/2013,CHIH.,"CHIH., CHIH.",0,0,0,0,0,60,
22/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",67,14,81,0,8,150,
22/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",47,12,59,0,3,351,
22/02/2013,D.F.,"VENUSTIANO CARRANZA, D.F.",30,7,37,0,0,250,
22/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",22,7,29,0,1,306,
22/02/2013,MEX.,"TULTITLAN, MEX.",21,7,28,4,3,292,
22/02/2013,HGO.,"TULANCINGO DE BRAVO, HGO.",9,3,12,0,0,0,
22/02/2013,HGO.,"TULA DE ALLENDE, HGO.",7,1,8,0,0,200,
22/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",8,0,8,6,1,455,
22/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",6,1,7,2,2,361,
22/02/2013,TAMPS.,"MATAMOROS, TAMPS.",1,5,6,0,0,0,
22/02/2013,HGO.,"PACHUCA DE SOTO, HGO.",4,1,5,0,0,144,
22/02/2013,CHIH.,"CHIH., CHIH.",3,2,5,0,0,310,
22/02/2013,HGO.,"HUEJUTLA DE REYES, HGO.",3,1,4,0,0,0,
22/02/2013,TAMPS.,"TAMPICO, TAMPS.",3,1,4,25,0,1098,
22/02/2013,CAMP.,"CAMP., CAMP.",3,0,3,0,0,0,
22/02/2013,TAMPS.,"NUEVO LAREDO, TAMPS.",1,2,3,3,3,101,
22/02/2013,TAMPS.,"RIO BRAVO, TAMPS.",1,2,3,0,0,0,
22/02/2013,CHIH.,"NUEVO CASAS GRANDES, CHIH.",1,0,1,0,0,0,
22/02/2013,GRO.,"BENITO JUAREZ, GRO.",1,0,1,1,0,0,
23/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",40,23,63,0,2,0,
23/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",35,4,39,0,0,981,
23/02/2013,MEX.,"TULTITLAN, MEX.",18,7,25,2,2,379,
23/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",22,0,22,10,3,784,
23/02/2013,GRO.,"BENITO JUAREZ, GRO.",4,2,6,1,5,89,
23/02/2013,HGO.,"PACHUCA DE SOTO, HGO.",4,1,5,0,1,28,
23/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",3,0,3,19,0,872,
23/02/2013,HGO.,"TULA DE ALLENDE, HGO.",2,1,3,0,2,0,
23/02/2013,TAMPS.,"VICTORIA, TAMPS.",2,0,2,13,4,165,
23/02/2013,JAL.,"DEGOLLADO, JAL.",2,0,2,1,0,0,
23/02/2013,TAMPS.,"ALTAMIRA, TAMPS.",1,0,1,0,0,91,
23/02/2013,HGO.,"HUEJUTLA DE REYES, HGO.",1,0,1,0,0,0,
23/02/2013,TAMPS.,"TAMPICO, TAMPS.",0,0,0,13,1,689,
23/02/2013,HGO.,"TULANCINGO DE BRAVO, HGO.",0,0,0,0,0,200,
24/02/2013,MEX.,"TLALNEPANTLA DE BAZ, MEX.",74,15,89,0,0,150,
24/02/2013,MEX.,"CUAUTITLAN IZCALLI, MEX.",23,5,28,0,2,256,
24/02/2013,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",19,5,24,0,0,400,
24/02/2013,MEX.,"TULTITLAN, MEX.",6,3,9,4,0,58,
24/02/2013,GRO.,"ACAPULCO DE JUAREZ, GRO.",2,1,3,2,4,48,
24/02/2013,TAMPS.,"CIUDAD MADERO, TAMPS.",2,0,2,5,0,784,
24/02/2013,TAMPS.,"TAMPICO, TAMPS.",0,1,1,20,1,1127,
24/02/2013,TAMPS.,"ALTAMIRA, TAMPS.",0,1,1,0,0,114,
25/02/2013,MEX.,"TECAMAC, MEX.",30,13,43,0,5,770,
25/02/2013,MEX.,"CHALCO, MEX.",21,4,25,5,3,344,
25/02/2013,MEX.,"COACALCO DE BERRIOZABAL, MEX.",15,7,22,4,0,108,
25/02/2013,MEX.,"IXTAPALUCA, MEX.",13,2,15,7,1,50,
25/02/2013,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",3,9,12,2,0,106,
25/02/2013,HGO.,"PACHUCA DE SOTO, HGO.",6,1,7,0,0,87,
25/02/2013,HGO.,"TULANCINGO DE BRAVO, HGO.",4,1,5,0,0,0,
25/02/2013,TAMPS.,"MATAMOROS, TAMPS.",2,3,5,0,0,0,
25/02/2013,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",2,2,4,1,0,1450,
25/02/2013,HGO.,"TULA DE ALLENDE, HGO.",3,0,3,0,0,0,
25/02/2013,HGO.,"HUEJUTLA DE REYES, HGO.",2,1,3,0,0,0,
25/02/2013,CHIH.,"CHIH., CHIH.",1,2,3,0,0,153,
25/02/2013,CAMP.,"CAMP., CAMP.",2,0,2,0,0,0,
25/02/2013,CAMP.,"CALAKMUL, CAMP.",1,0,1,0,0,0,
26/02/2013,MEX.,"TECAMAC, MEX.",61,31,92,0,4,208,
26/02/2013,MEX.,"CHALCO, MEX.",29,10,39,5,5,209,
26/02/2013,MEX.,"IXTAPALUCA, MEX.",18,3,21,3,0,55,
26/02/2013,MEX.,"COACALCO DE BERRIOZABAL, MEX.",9,3,12,2,4,229,
26/02/2013,HGO.,"PACHUCA DE SOTO, HGO.",5,1,6,0,0,293,
26/02/2013,HGO.,"TULA DE ALLENDE, HGO.",4,0,4,0,0,0,
26/02/2013,HGO.,"TULANCINGO DE BRAVO, HGO.",2,1,3,0,0,200,
26/02/2013,JAL.,"ZAPOTLAN EL GRANDE, JAL.",1,2,3,0,0,0,
26/02/2013,CHIH.,"CHIH., CHIH.",2,0,2,2,0,86,
26/02/2013,CHIH.,"JUÁREZ, CHIH.",2,0,2,0,0,0,
26/02/2013,HGO.,"HUEJUTLA DE REYES, HGO.",2,0,2,0,0,0,
26/02/2013,CHIH.,"ALDAMA, CHIH.",1,0,1,0,0,0,
26/02/2013,TAMPS.,"VICTORIA, TAMPS.",1,0,1,0,1,206,
26/02/2013,JAL.,"GUADALAJARA, JAL.",1,0,1,0,0,0,
26/02/2013,JAL.,"ARANDAS, JAL.",1,0,1,0,0,0,
26/02/2013,B.C.,"MEXICALI, B.C.",0,1,1,0,0,0,
27/02/2013,MEX.,"TECAMAC, MEX.",38,25,63,0,6,205,
27/02/2013,MEX.,"CHALCO, MEX.",34,11,45,0,0,268,
27/02/2013,MEX.,"IXTAPALUCA, MEX.",23,6,29,3,2,169,
27/02/2013,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",7,2,9,0,0,63,
27/02/2013,TAMPS.,"MATAMOROS, TAMPS.",4,2,6,0,1,0,
27/02/2013,TAMPS.,"MATAMOROS, TAMPS.",4,2,6,0,0,0,
27/02/2013,TAMPS.,"VICTORIA, TAMPS.",3,1,4,0,0,0,
27/02/2013,CHIH.,"ALDAMA, CHIH.",1,1,2,0,0,0,
27/02/2013,JAL.,"ZAPOTLAN EL GRANDE, JAL.",2,0,2,1,0,12,
27/02/2013,JAL.,"DEGOLLADO, JAL.",2,0,2,0,0,0,
27/02/2013,CAMP.,"CAMP., CAMP.",1,0,1,0,0,0,
27/02/2013,CHIH.,"CHIH., CHIH.",1,0,1,16,0,404,
27/02/2013,MEX.,"COACALCO DE BERRIOZABAL, MEX.",0,0,0,4,5,426,
28/02/2013,COAH.,"SAN PEDRO, COAH.",34,14,48,0,0,0,
28/02/2013,MEX.,"CHALCO, MEX.",28,9,37,3,1,302,
28/02/2013,COAH.,"FRANCISCO I. MADERO, COAH.",28,6,34,0,0,0,
28/02/2013,MEX.,"IXTAPALUCA, MEX.",17,7,24,5,1,0,
28/02/2013,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",2,5,7,0,0,381,
28/02/2013,CHIH.,"CHIH., CHIH.",3,0,3,0,0,541,
01/03/2013,MEX.,"TECAMAC, MEX.",55,14,69,0,9,243,
01/03/2013,D.F.,"IZTACALCO, D.F.",37,11,48,0,2,850,
01/03/2013,N.L.,"MONTERREY, N.L.",21,21,42,0,0,0,
01/03/2013,MEX.,"CHALCO, MEX.",22,3,25,1,2,48,
01/03/2013,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",10,12,22,3,0,361,
01/03/2013,MEX.,"IXTAPALUCA, MEX.",18,3,21,3,0,116,
01/03/2013,N.L.,"GUADALUPE, N.L.",7,10,17,5,0,1445,
