FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
21/08/2014,YUC.,"Q. ROO., YUC.",0,6,6,0,0,0,
21/08/2014,NAY.,"IXTLAN DEL RIO, NAY.",5,1,6,0,0,0,
21/08/2014,SIN.,"ROSARIO, SIN.",2,2,4,0,0,0,
21/08/2014,PUE.,"PUE., PUE.",2,1,3,2,0,12,
21/08/2014,QRO.,"CORREGIDORA, QRO.",3,0,3,0,0,0,
21/08/2014,SIN.,"COSALA, SIN.",1,1,2,0,0,0,
21/08/2014,NAY.,"ACAPONETA, NAY.",1,1,2,0,0,0,
21/08/2014,COAH.,"FRONTERA, COAH.",0,1,1,0,0,0,
21/08/2014,B.C.,"TIJUANA, B.C.",0,1,1,0,0,0,
21/08/2014,ZAC.,"FRESNILLO, ZAC.",1,0,1,0,0,0,
21/08/2014,SON.,"HERMOSILLO, SON.",0,0,0,0,0,1700,
21/08/2014,COAH.,"SALTILLO, COAH.",0,0,0,0,0,78,
21/08/2014,N.L.,"SANTA CATARINA, N.L.",0,0,0,5,0,0,
22/08/2014,D.F.,"IZTAPALAPA, D.F.",16,2,18,0,5,100,
22/08/2014,SIN.,"COSALA, SIN.",3,4,7,0,0,0,
22/08/2014,B.C.,"MEXICALI, B.C.",3,4,7,0,0,0,
22/08/2014,SIN.,"ROSARIO, SIN.",3,3,6,0,0,0,
22/08/2014,TAMPS.,"MATAMOROS, TAMPS.",3,3,6,1,0,0,
22/08/2014,PUE.,"PUE., PUE.",3,1,4,0,2,124,
22/08/2014,B.C.,"TIJUANA, B.C.",2,2,4,0,0,0,
22/08/2014,SON.,"HERMOSILLO, SON.",0,2,2,10,0,0,
22/08/2014,N.L.,"GUADALUPE, N.L.",1,0,1,7,0,50,
22/08/2014,CHIH.,"JUÁREZ, CHIH.",1,0,1,0,0,0,
22/08/2014,TAB.,"TENOSIQUE, TAB.",0,1,1,0,0,0,
22/08/2014,B.C.,"ENSENADA, B.C.",1,0,1,0,0,0,
22/08/2014,N.L.,"SANTA CATARINA, N.L.",0,0,0,50,0,0,
22/08/2014,COAH.,"SALTILLO, COAH.",0,0,0,1,1,9,
23/08/2014,SIN.,"MAZATLAN, SIN.",92,75,167,1,52,18,
24/08/2014,N.L.,"SANTA CATARINA, N.L.",1,0,1,7,0,0,
25/08/2014,D.F.,"IZTAPALAPA, D.F.",17,0,17,0,3,70,
25/08/2014,AGS.,"JESÚS MARÍA, AGS.",9,3,12,0,0,107,
25/08/2014,B.C.,"TIJUANA, B.C.",2,1,3,0,0,0,
25/08/2014,NAY.,"ACAPONETA, NAY.",1,1,2,0,0,0,
25/08/2014,VER.,"COATZACOALCOS, VER.",2,0,2,0,0,0,
25/08/2014,VER.,"MARTINEZ DE LA TORRE, VER.",1,0,1,0,0,0,
25/08/2014,SON.,"CAJEME, SON.",0,0,0,1,0,330,
25/08/2014,N.L.,"SANTA CATARINA, N.L.",0,0,0,1,0,91,
26/08/2014,CHIH.,"JUÁREZ, CHIH.",51,48,99,0,1,986,
26/08/2014,N.L.,"GUADALUPE, N.L.",33,22,55,0,0,25632,
26/08/2014,D.F.,"IZTAPALAPA, D.F.",20,14,34,0,4,0,
26/08/2014,NAY.,"IXTLAN DEL RIO, NAY.",15,16,31,0,0,27,
26/08/2014,COAH.,"SALTILLO, COAH.",23,2,25,0,3,2470,
26/08/2014,ZAC.,"FRESNILLO, ZAC.",16,7,23,0,0,0,
26/08/2014,PUE.,"SAN PEDRO CHOLULA, PUE.",11,0,11,2,1,97,
26/08/2014,CHIH.,"JUÁREZ, CHIH.",4,3,7,0,0,0,
26/08/2014,SIN.,"ROSARIO, SIN.",4,0,4,0,2,0,
26/08/2014,NAY.,"IXTLAN DEL RIO, NAY.",1,3,4,0,0,0,
26/08/2014,CHIS.,"IXTACOMITÁN, CHIS.",2,1,3,0,0,0,
26/08/2014,B.C.,"TIJUANA, B.C.",2,1,3,0,0,0,
26/08/2014,TAB.,"TENOSIQUE, TAB.",0,3,3,0,0,0,
26/08/2014,AGS.,"JESÚS MARÍA, AGS.",1,2,3,2,0,0,
26/08/2014,COL.,"COL., COL.",2,0,2,0,0,0,
26/08/2014,SIN.,"COSALA, SIN.",0,1,1,0,0,0,
26/08/2014,B.C.,"ENSENADA, B.C.",1,0,1,0,0,0,
26/08/2014,B.C.,"MEXICALI, B.C.",0,1,1,0,0,0,
26/08/2014,VER.,"MARTINEZ DE LA TORRE, VER.",0,1,1,0,0,0,
26/08/2014,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,261,
27/08/2014,D.F.,"IZTAPALAPA, D.F.",19,12,31,0,14,600,
27/08/2014,SIN.,"COSALA, SIN.",8,0,8,0,0,0,
27/08/2014,SIN.,"ROSARIO, SIN.",2,2,4,0,0,0,
27/08/2014,CHIH.,"JUÁREZ, CHIH.",2,1,3,0,0,0,
27/08/2014,NAY.,"ACAPONETA, NAY.",1,1,2,0,0,0,
27/08/2014,COAH.,"SALTILLO, COAH.",1,0,1,0,0,0,
27/08/2014,COAH.,"PIEDRAS NEGRAS, COAH.",0,1,1,0,0,0,
27/08/2014,TAB.,"TENOSIQUE, TAB.",1,0,1,0,0,0,
27/08/2014,PUE.,"PUE., PUE.",1,0,1,1,0,0,
27/08/2014,N.L.,"SANTA CATARINA, N.L.",1,0,1,16,0,237,
27/08/2014,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
27/08/2014,SON.,"CAJEME, SON.",0,1,1,0,0,0,
27/08/2014,NAY.,"IXTLAN DEL RIO, NAY.",0,1,1,0,0,0,
27/08/2014,ZAC.,"TEPECHITLAN, ZAC.",1,0,1,0,0,0,
27/08/2014,N.L.,"GUADALUPE, N.L.",0,0,0,2,0,221,
27/08/2014,SON.,"HERMOSILLO, SON.",0,0,0,0,0,800,
28/08/2014,D.F.,"IZTAPALAPA, D.F.",27,20,47,0,3,25,
28/08/2014,SIN.,"COSALA, SIN.",9,0,9,0,0,0,
28/08/2014,MICH.,"MORELIA, MICH.",5,4,9,4,0,0,
28/08/2014,MICH.,"ZAMORA, MICH.",5,4,9,1,0,0,
28/08/2014,SIN.,"ROSARIO, SIN.",5,0,5,0,0,0,
28/08/2014,TAMPS.,"REYNOSA, TAMPS.",3,2,5,0,8,104,
28/08/2014,CHIH.,"JUÁREZ, CHIH.",4,0,4,0,0,0,
28/08/2014,B.C.,"TIJUANA, B.C.",1,2,3,0,0,0,
28/08/2014,PUE.,"PUE., PUE.",3,0,3,2,0,198,
28/08/2014,MICH.,"TACAMBARO, MICH.",2,1,3,2,0,0,
28/08/2014,VER.,"MARTINEZ DE LA TORRE, VER.",0,2,2,0,0,0,
28/08/2014,MICH.,"APATZINGAN, MICH.",2,0,2,1,0,0,
28/08/2014,SON.,"HERMOSILLO, SON.",0,2,2,0,0,0,
28/08/2014,COL.,"COL., COL.",1,0,1,0,0,0,
28/08/2014,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
28/08/2014,B.C.,"MEXICALI, B.C.",1,0,1,0,0,0,
28/08/2014,MICH.,"LAZARO CARDENAS, MICH.",1,0,1,1,0,244,
28/08/2014,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,0,
29/08/2014,D.F.,"IZTAPALAPA, D.F.",18,4,22,0,2,0,
29/08/2014,TAMPS.,"REYNOSA, TAMPS.",8,8,16,7,2,194,
29/08/2014,MICH.,"MORELIA, MICH.",5,4,9,3,1,42,
29/08/2014,TAMPS.,"MATAMOROS, TAMPS.",6,2,8,0,0,0,
29/08/2014,MICH.,"ZAMORA, MICH.",6,2,8,4,0,403,
29/08/2014,CHIH.,"JUÁREZ, CHIH.",5,1,6,0,0,0,
29/08/2014,MICH.,"TACAMBARO, MICH.",3,2,5,1,0,0,
29/08/2014,SIN.,"ROSARIO, SIN.",4,0,4,0,2,0,
29/08/2014,PUE.,"SAN PEDRO CHOLULA, PUE.",4,0,4,1,0,387,
29/08/2014,COAH.,"PIEDRAS NEGRAS, COAH.",2,1,3,0,0,0,
29/08/2014,B.C.,"ENSENADA, B.C.",0,3,3,0,0,0,
29/08/2014,MICH.,"LAZARO CARDENAS, MICH.",3,0,3,3,0,210,
29/08/2014,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
29/08/2014,AGS.,"JESÚS MARÍA, AGS.",2,0,2,0,0,0,
29/08/2014,SIN.,"COSALA, SIN.",1,0,1,0,0,0,
29/08/2014,VER.,"MARTINEZ DE LA TORRE, VER.",1,0,1,0,0,0,
29/08/2014,COAH.,"MÚZQUIZ, COAH.",1,0,1,0,0,0,
29/08/2014,N.L.,"GUADALUPE, N.L.",1,0,1,141,0,400,
29/08/2014,MICH.,"TEPALCATEPEC, MICH.",1,0,1,1,0,0,
29/08/2014,PUE.,"ATLIXCO, PUE.",0,1,1,0,0,0,
29/08/2014,TAB.,"TENOSIQUE, TAB.",0,0,0,0,1,0,
29/08/2014,MICH.,"APATZINGAN, MICH.",0,0,0,0,2,0,
30/08/2014,TAMPS.,"REYNOSA, TAMPS.",10,13,23,0,0,520,
30/08/2014,MICH.,"ZAMORA, MICH.",8,6,14,0,0,128,
30/08/2014,MICH.,"MORELIA, MICH.",7,5,12,6,0,0,
30/08/2014,MICH.,"TACAMBARO, MICH.",3,6,9,2,0,0,
30/08/2014,MICH.,"LAZARO CARDENAS, MICH.",3,1,4,0,5,600,
30/08/2014,MICH.,"APATZINGAN, MICH.",3,0,3,0,0,56,
30/08/2014,MICH.,"TEPALCATEPEC, MICH.",1,2,3,0,0,34,
30/08/2014,N.L.,"GUADALUPE, N.L.",1,0,1,1,0,850,
30/08/2014,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
30/08/2014,N.L.,"SANTA CATARINA, N.L.",0,0,0,41,0,0,
31/08/2014,MICH.,"LAZARO CARDENAS, MICH.",4,0,4,5,0,13,
31/08/2014,N.L.,"GUADALUPE, N.L.",1,0,1,0,0,634,
31/08/2014,MICH.,"APATZINGAN, MICH.",1,0,1,0,0,276,
31/08/2014,B.C.,"TIJUANA, B.C.",0,1,1,0,0,0,
31/08/2014,B.C.,"ENSENADA, B.C.",1,0,1,0,0,0,
01/09/2014,D.F.,"IZTAPALAPA, D.F.",18,1,19,0,0,100,
01/09/2014,TAMPS.,"MATAMOROS, TAMPS.",7,6,13,0,0,0,
01/09/2014,MICH.,"ZAMORA, MICH.",6,3,9,3,0,17,
01/09/2014,COL.,"COL., COL.",1,5,6,0,0,0,
01/09/2014,MICH.,"MORELIA, MICH.",3,2,5,0,0,0,
01/09/2014,B.C.,"ENSENADA, B.C.",1,3,4,0,0,0,
01/09/2014,MICH.,"APATZINGAN, MICH.",0,2,2,3,0,0,
01/09/2014,MICH.,"LAZARO CARDENAS, MICH.",2,0,2,1,0,792,
01/09/2014,SON.,"CAJEME, SON.",1,1,2,1,0,36,
01/09/2014,CHIH.,"JUÁREZ, CHIH.",1,1,2,0,0,0,
01/09/2014,SIN.,"COSALA, SIN.",1,0,1,0,0,0,
01/09/2014,N.L.,"APODACA, N.L.",0,0,0,1,0,158,
01/09/2014,AGS.,"JESÚS MARÍA, AGS.",0,0,0,2,0,98,
02/09/2014,D.F.,"IZTAPALAPA, D.F.",24,1,25,0,0,0,
02/09/2014,MICH.,"MORELIA, MICH.",22,2,24,9,0,0,
02/09/2014,MICH.,"ZAMORA, MICH.",8,5,13,4,0,139,
02/09/2014,MICH.,"TACAMBARO, MICH.",8,5,13,5,0,828,
02/09/2014,MICH.,"LAZARO CARDENAS, MICH.",8,2,10,5,0,117,
02/09/2014,JAL.,"TLAQUEPAQUE, JAL.",5,1,6,0,0,0,
02/09/2014,PUE.,"AMOZOC, PUE.",3,0,3,2,0,112,
02/09/2014,TAB.,"TENOSIQUE, TAB.",1,1,2,0,0,0,
02/09/2014,MICH.,"APATZINGAN, MICH.",1,1,2,1,0,55,
02/09/2014,COAH.,"SALTILLO, COAH.",0,1,1,0,0,411,
02/09/2014,SIN.,"COSALA, SIN.",1,0,1,0,0,0,
02/09/2014,COL.,"COL., COL.",1,0,1,0,1,0,
02/09/2014,VER.,"MARTINEZ DE LA TORRE, VER.",1,0,1,0,0,0,
02/09/2014,CHIH.,"HGO. DEL PARRAL, CHIH.",0,1,1,0,0,0,
02/09/2014,N.L.,"APODACA, N.L.",0,1,1,3,0,1150,
02/09/2014,PUE.,"ATLIXCO, PUE.",1,0,1,0,0,0,
02/09/2014,SON.,"CAJEME, SON.",0,0,0,1,0,100,
02/09/2014,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,150,0,3500,
03/09/2014,D.F.,"MIGUEL HGO., D.F.",39,14,53,0,0,50,
03/09/2014,MICH.,"LAZARO CARDENAS, MICH.",7,0,7,3,0,79,
03/09/2014,MICH.,"BUENAVISTA, MICH.",1,2,3,2,0,82,
03/09/2014,MICH.,"ZITACUARO, MICH.",2,0,2,0,0,0,
03/09/2014,B.C.,"ENSENADA, B.C.",2,0,2,0,0,0,
03/09/2014,VER.,"MARTINEZ DE LA TORRE, VER.",1,0,1,0,0,0,
03/09/2014,COAH.,"TORREÓN, COAH.",0,1,1,0,0,0,
03/09/2014,SON.,"HERMOSILLO, SON.",1,0,1,38,0,142,
03/09/2014,SON.,"CAJEME, SON.",0,1,1,0,0,0,
03/09/2014,N.L.,"APODACA, N.L.",1,0,1,0,0,0,
03/09/2014,AGS.,"JESÚS MARÍA, AGS.",1,0,1,5,0,5,
03/09/2014,COAH.,"SALTILLO, COAH.",0,0,0,2,1,83,
03/09/2014,PUE.,"PUE., PUE.",0,0,0,0,0,26,
04/09/2014,D.F.,"MIGUEL HGO., D.F.",36,6,42,0,6,0,
04/09/2014,TAMPS.,"VICTORIA, TAMPS.",6,1,7,0,0,38,
04/09/2014,MICH.,"APATZINGAN, MICH.",4,1,5,3,0,525,
04/09/2014,COAH.,"SALTILLO, COAH.",2,3,5,0,0,132,
04/09/2014,N.L.,"GRAL. ESCOBEDO, N.L.",4,0,4,171,0,30,
04/09/2014,MICH.,"BUENAVISTA, MICH.",0,3,3,0,0,0,
04/09/2014,MICH.,"SAHUAYO, MICH.",2,1,3,0,0,51,
04/09/2014,AGS.,"JESÚS MARÍA, AGS.",1,1,2,1,0,235,
04/09/2014,JAL.,"TLAQUEPAQUE, JAL.",1,0,1,0,0,0,
04/09/2014,MICH.,"ZITACUARO, MICH.",1,0,1,0,0,0,
04/09/2014,PUE.,"PUE., PUE.",1,0,1,0,0,61,
04/09/2014,PUE.,"AMOZOC, PUE.",1,0,1,0,0,0,
04/09/2014,N.L.,"APODACA, N.L.",1,0,1,16,0,0,
04/09/2014,SON.,"HERMOSILLO, SON.",0,0,0,33,0,300,
05/09/2014,MICH.,"SAHUAYO, MICH.",10,4,14,2,0,6,
05/09/2014,MICH.,"ZITACUARO, MICH.",9,4,13,2,0,0,
05/09/2014,MICH.,"BUENAVISTA, MICH.",4,1,5,0,0,2942,
05/09/2014,NAY.,"IXTLAN DEL RIO, NAY.",2,1,3,0,0,0,
05/09/2014,AGS.,"JESÚS MARÍA, AGS.",1,1,2,0,0,9,
05/09/2014,N.L.,"APODACA, N.L.",2,0,2,1,1,531,
05/09/2014,CHIH.,"JUÁREZ, CHIH.",0,2,2,0,0,0,
05/09/2014,N.L.,"APODACA, N.L.",2,0,2,3,1,531,
05/09/2014,VER.,"MARTINEZ DE LA TORRE, VER.",1,1,2,0,0,0,
05/09/2014,ZAC.,"TEPECHITLAN, ZAC.",1,0,1,0,0,0,
05/09/2014,COL.,"TECOMÁN, COL.",1,0,1,0,0,0,
05/09/2014,TAB.,"TENOSIQUE, TAB.",1,0,1,0,0,0,
05/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,0,1,4,0,160,
05/09/2014,PUE.,"AMOZOC, PUE.",1,0,1,0,0,71,
05/09/2014,N.L.,"MONTERREY, N.L.",0,0,0,2,0,0,
05/09/2014,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,12,
05/09/2014,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,2,0,0,
06/09/2014,MICH.,"BUENAVISTA, MICH.",3,3,6,1,0,1104,
06/09/2014,SON.,"HERMOSILLO, SON.",1,3,4,0,0,0,
06/09/2014,AGS.,"EL LLANO, AGS.",2,2,4,1,0,52,
06/09/2014,MICH.,"ZITACUARO, MICH.",3,0,3,0,0,0,
06/09/2014,SON.,"CAJEME, SON.",1,1,2,0,0,0,
06/09/2014,PUE.,"PUE., PUE.",1,0,1,0,0,0,
06/09/2014,MICH.,"SAHUAYO, MICH.",1,0,1,0,0,0,
06/09/2014,B.C.,"ENSENADA, B.C.",1,0,1,0,0,0,
06/09/2014,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,107,0,1182,
06/09/2014,N.L.,"APODACA, N.L.",0,0,0,3,0,490,
07/09/2014,MICH.,"SAHUAYO, MICH.",2,0,2,0,0,46,
07/09/2014,N.L.,"APODACA, N.L.",1,0,1,0,0,0,
07/09/2014,SON.,"HERMOSILLO, SON.",1,0,1,1,0,0,
08/09/2014,D.F.,"IZTACALCO, D.F.",19,5,24,0,0,0,
08/09/2014,MICH.,"ZITACUARO, MICH.",9,1,10,2,0,0,
08/09/2014,N.L.,"APODACA, N.L.",3,1,4,0,0,0,
08/09/2014,MICH.,"LAZARO CARDENAS, MICH.",3,0,3,0,0,0,
08/09/2014,MICH.,"SAHUAYO, MICH.",2,0,2,0,0,45,
08/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,1,2,4,0,45,
08/09/2014,MICH.,"BUENAVISTA, MICH.",1,0,1,0,0,0,
08/09/2014,CHIH.,"CHIH., CHIH.",0,1,1,0,0,0,
08/09/2014,CHIH.,"JUÁREZ, CHIH.",0,1,1,0,0,0,
08/09/2014,COAH.,"SALTILLO, COAH.",1,0,1,0,0,182,
08/09/2014,AGS.,"JESÚS MARÍA, AGS.",0,0,0,25,0,0,
09/09/2014,D.F.,"IZTACALCO, D.F.",31,0,31,0,5,0,
09/09/2014,MICH.,"ZITACUARO, MICH.",2,4,6,1,0,0,
09/09/2014,MICH.,"LAZARO CARDENAS, MICH.",4,0,4,4,0,9,
09/09/2014,COAH.,"SALTILLO, COAH.",3,0,3,9,0,37,
09/09/2014,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
09/09/2014,MICH.,"SAHUAYO, MICH.",1,1,2,0,0,120,
09/09/2014,N.L.,"APODACA, N.L.",2,0,2,1,0,526,
09/09/2014,TAMPS.,"VICTORIA, TAMPS.",0,2,2,1,0,169,
09/09/2014,SON.,"HERMOSILLO, SON.",1,0,1,0,0,0,
09/09/2014,COAH.,"FRONTERA, COAH.",1,0,1,0,0,0,
10/09/2014,D.F.,"IZTACALCO, D.F.",35,24,59,0,4,0,
10/09/2014,N.L.,"GRAL. ESCOBEDO, N.L.",4,0,4,121,0,3500,
10/09/2014,SON.,"CAJEME, SON.",2,0,2,0,0,2000,
10/09/2014,PUE.,"TEPEACA, PUE.",2,0,2,2,0,25,
10/09/2014,HGO.,"HUICHAPAN, HGO.",0,1,1,0,0,0,
10/09/2014,COL.,"COL., COL.",1,0,1,0,0,0,
10/09/2014,CHIH.,"CHIH., CHIH.",0,1,1,0,0,0,
10/09/2014,N.L.,"APODACA, N.L.",0,0,0,0,0,480,
10/09/2014,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,94,
11/09/2014,D.F.,"IZTACALCO, D.F.",41,3,44,0,14,30,
11/09/2014,PUE.,"TEPEACA, PUE.",1,1,2,0,0,0,
11/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,1,1,0,0,0,
11/09/2014,CHIH.,"JUÁREZ, CHIH.",1,0,1,0,0,0,
11/09/2014,COAH.,"SALTILLO, COAH.",0,0,0,2,1,257,
11/09/2014,SON.,"CAJEME, SON.",0,0,0,0,0,1001,
12/09/2014,D.F.,"IZTACALCO, D.F.",45,6,51,0,3,10,
12/09/2014,TAMPS.,"MATAMOROS, TAMPS.",6,6,12,0,0,0,
12/09/2014,TAB.,"HUIMANGUILLO, TAB.",2,0,2,0,0,10,
12/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,0,1,9,0,308,
12/09/2014,SON.,"HERMOSILLO, SON.",1,0,1,6,0,626,
13/09/2014,TAMPS.,"MATAMOROS, TAMPS.",7,3,10,0,0,0,
13/09/2014,SON.,"HERMOSILLO, SON.",1,0,1,0,0,295,
14/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",5,0,5,0,0,0,
14/09/2014,N.L.,"GARCIA, N.L.",1,0,1,163,0,500,
15/09/2014,D.F.,"TLAHUAC, D.F.",15,7,22,0,1,0,
15/09/2014,TAB.,"HUIMANGUILLO, TAB.",1,0,1,0,0,0,
15/09/2014,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,300,
15/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,450,
16/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,0,1,0,0,0,
16/09/2014,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,6480,
16/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,1,0,2000,
17/09/2014,B.C.,"TIJUANA, B.C.",90,94,184,0,0,0,
17/09/2014,D.F.,"TLAHUAC, D.F.",29,10,39,1,0,50,
17/09/2014,HGO.,"HUICHAPAN, HGO.",1,0,1,0,0,0,
17/09/2014,CHIH.,"CHIH., CHIH.",0,1,1,0,0,0,
17/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,"1,039",0,0,
18/09/2014,D.F.,"TLAHUAC, D.F.",34,5,39,0,6,15,
18/09/2014,TAMPS.,"MATAMOROS, TAMPS.",25,13,38,76,3,366,
18/09/2014,OAX.,"OAX. DE JUAREZ, OAX.",21,9,30,0,3,5878,
18/09/2014,S.L.P.,"CIUDAD VALLES, S.L.P.",5,1,6,0,0,6,
18/09/2014,MICH.,"JIQUILPAN, MICH.",4,1,5,4,0,3,
18/09/2014,MICH.,"VISTA HERMOSA, MICH.",0,4,4,0,0,0,
18/09/2014,COL.,"TECOMÁN, COL.",1,1,2,0,0,0,
18/09/2014,COAH.,"SALTILLO, COAH.",0,2,2,0,2,136,
18/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,69,
19/09/2014,D.F.,"IZTACALCO, D.F.",30,2,32,1,3,0,
19/09/2014,MICH.,"JIQUILPAN, MICH.",2,4,6,0,0,146,
19/09/2014,MICH.,"VISTA HERMOSA, MICH.",2,1,3,2,0,0,
19/09/2014,TAB.,"HUIMANGUILLO, TAB.",2,0,2,0,0,0,
19/09/2014,MICH.,"APATZINGAN, MICH.",2,0,2,1,0,0,
19/09/2014,AGS.,"JESÚS MARÍA, AGS.",0,1,1,0,0,18,
19/09/2014,N.L.,"CADEREYTA JIMENEZ, N.L.",0,1,1,0,0,0,
19/09/2014,COAH.,"SALTILLO, COAH.",0,0,0,6,0,40,
19/09/2014,SON.,"HERMOSILLO, SON.",0,0,0,0,0,162,
19/09/2014,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,7156,
20/09/2014,COAH.,"SALTILLO, COAH.",4,10,14,0,0,0,
20/09/2014,MICH.,"VISTA HERMOSA, MICH.",1,4,5,0,0,19,
20/09/2014,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",3,0,3,2,0,0,
20/09/2014,MICH.,"JIQUILPAN, MICH.",1,1,2,1,0,311,
20/09/2014,HGO.,"HUICHAPAN, HGO.",1,1,2,0,0,0,
20/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,0,1,0,0,0,
20/09/2014,TAMPS.,"VICTORIA, TAMPS.",1,0,1,0,0,0,
20/09/2014,AGS.,"JESÚS MARÍA, AGS.",0,1,1,2,0,0,
20/09/2014,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,64,
21/09/2014,GRO.,"ACAPULCO DE JUAREZ, GRO.",38,11,49,6,16,431,
21/09/2014,MICH.,"VISTA HERMOSA, MICH.",1,2,3,0,0,0,
21/09/2014,MICH.,"JIQUILPAN, MICH.",1,0,1,0,0,0,
21/09/2014,N.L.,"GARCIA, N.L.",1,0,1,65,0,0,
21/09/2014,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",0,0,0,0,0,575,
22/09/2014,D.F.,"MILPA ALTA, D.F.",28,4,32,0,2,29,
22/09/2014,AGS.,"AGS., AGS.",8,3,11,0,0,163,
22/09/2014,AGS.,"SAN JOSÉ DE GRACIA, AGS.",0,1,1,0,0,0,
22/09/2014,VER.,"SAN RAFAEL, VER.",0,1,1,0,0,0,
22/09/2014,N.L.,"GARCIA, N.L.",1,0,1,0,0,0,
22/09/2014,TAB.,"CENTRO, TAB.",1,0,1,0,0,0,
23/09/2014,D.F.,"MILPA ALTA, D.F.",23,2,25,0,5,32,
23/09/2014,B.C.,"TIJUANA, B.C.",5,2,7,0,0,0,
23/09/2014,MICH.,"JIQUILPAN, MICH.",5,1,6,6,0,24,
23/09/2014,AGS.,"AGS., AGS.",5,0,5,0,0,0,
23/09/2014,MICH.,"VISTA HERMOSA, MICH.",1,3,4,0,0,0,
23/09/2014,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
23/09/2014,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",2,0,2,0,0,0,
23/09/2014,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
23/09/2014,TAB.,"CENTRO, TAB.",1,0,1,0,0,0,
23/09/2014,TAMPS.,"VICTORIA, TAMPS.",0,1,1,0,0,16,
23/09/2014,AGS.,"SAN JOSÉ DE GRACIA, AGS.",0,1,1,0,0,2,
23/09/2014,N.L.,"GARCIA, N.L.",0,1,1,0,0,4550,
24/09/2014,D.F.,"MILPA ALTA, D.F.",38,22,60,0,7,0,
24/09/2014,MICH.,"JIQUILPAN, MICH.",7,9,16,10,0,784,
24/09/2014,AGS.,"AGS., AGS.",6,4,10,4,0,310,
24/09/2014,MICH.,"VISTA HERMOSA, MICH.",1,2,3,0,0,0,
24/09/2014,AGS.,"SAN JOSÉ DE GRACIA, AGS.",2,0,2,0,0,0,
24/09/2014,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
24/09/2014,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,0,1,0,0,0,
24/09/2014,PUE.,"PUE., PUE.",1,0,1,0,0,0,
24/09/2014,N.L.,"GARCIA, N.L.",0,0,0,0,0,6750,
24/09/2014,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",0,0,0,0,0,723,
25/09/2014,D.F.,"MILPA ALTA, D.F.",42,6,48,1,1,3,
25/09/2014,AGS.,"AGS., AGS.",5,2,7,8,0,1214,
25/09/2014,COL.,"COL., COL.",3,1,4,0,0,0,
25/09/2014,MICH.,"APATZINGAN, MICH.",2,0,2,0,0,100,
25/09/2014,MICH.,"LA HUACANA, MICH.",0,1,1,1,0,0,
25/09/2014,MICH.,"ARTEAGA, MICH.",1,0,1,0,0,0,
25/09/2014,CHIH.,"JUÁREZ, CHIH.",0,1,1,0,0,0,
25/09/2014,PUE.,"ATLIXCO, PUE.",1,0,1,7,0,0,
25/09/2014,COAH.,"SALTILLO, COAH.",0,0,0,0,0,45,
25/09/2014,N.L.,"GARCIA, N.L.",0,0,0,0,0,6725,
26/09/2014,D.F.,"MILPA ALTA, D.F.",31,10,41,1,2,300,
26/09/2014,TAMPS.,"MATAMOROS, TAMPS.",24,12,36,0,0,0,
26/09/2014,AGS.,"AGS., AGS.",8,4,12,7,0,262,
26/09/2014,OAX.,"CIUDAD IXTEPEC, OAX.",5,4,9,29,0,53,
